unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state,geocode_relevance1,geocode_relevance2,verified,address_final,Coords,coordinates_final,lat_final,lon_final,verified2,coordinates_final2
1653,Etruscan Smile,2017,Treasure Island,,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,36,37,10,37.825264,-122.36998,"Treasure Island, San Francisco, California, United States",37.82102,-122.374469,"Treasure Island Flea, Avenue of the Palms, San Francisco, California 94130, United States",Treasure Island,San Francisco,California,1,1,Y,,,"37.825264, -122.36998",37.825264,-122.36998,Y,
1654,Vertigo,1958,San Francisco Drydock (20th and Illinois Streets),,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,55,26,9,37.73457,-122.42393,"St. Mary's Park, San Francisco, California, United States",37.73669,-122.46612,"Saint Francis Wood, San Francisco, California, United States",San Francisco Drydock (20th and Illinois Streets),San Francisco,California,0.543084,0.543084,Y,,"37.7605960309612, -122.38666974199069","37.7605960309612, -122.38666974199069",37.76059603,-122.3866697,Y,
1655,Shang-Chi and the Legend of the Ten Rings,2021,Post between Van Ness and Kearny,,Freelance Restorations LLC,Disney/Marvel,Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton, Andrew Lanham",Simu Liu,Tony Chiu-Wai Leung,Awkwafina,19,8,3,37.377752,-122.117595,"The Post, 397 Main St, Los Altos, California 94022, United States",37.781975,-122.42055,"Van Ness, San Francisco, California, United States",Post and Van,San Francisco,California,0.425926,0.425926,Y,,"37.78658535861985, -122.42175209536136","37.78658535861985, -122.42175209536136",37.78658535861985,-122.4217521,Y,
1657,Magnum Force,1973,San Francisco International Airport,SFO has a museum dedicated to aviation history.,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,,,,37.617801,-122.381047,"San Francisco International Airport (SFO), N McDonnell Rd, San Bruno, California 94128, United States",37.616214,-122.391582,"San Francisco International Airport BART Station, International Terminal, San Bruno, California 94128, United States",San Francisco International Airport,San Francisco,California,1,1,Y,,,"37.617801, -122.381047",37.617801,-122.381047,N,"37.616723919558304, -122.38401637761422"
1658,The Game,1997,Harrison Street (The Embarcadero),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,30,8,10,37.806565,-122.40458,"The Embarcadero at Pier 33, San Francisco, California 94111, United States",37.545711,-122.23804,"The Embarcadero, Redwood City, California 94061, United States",The Embarcadero,San Francisco,California,1,1,Y,,,"37.806565, -122.40458",37.806565,-122.40458,Y,
1659,The Phone/Jexi,2019,3419 16th St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,37,5,5,37.764226,-122.429527,"3419 16th Street, San Francisco, California 94114, United States",37.482427,-122.187346,"16th Avenue, Redwood City, California 94063, United States",3419 16th St,San Francisco,California,1,0.675556,Y,,,"37.764226, -122.429527",37.764226,-122.429527,Y,
1660,Looking Season 2 ep 209,2015,"Muddy Waters, 521 Valencia Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,53,20,2,37.764506,-122.421592,"521 Valencia Street, San Francisco, California 94110, United States",37.611777,-122.390102,"Valencia St. Station, Int'l Terminal, near Gate A12, San Bruno, California 94128, United States",521 Valencia Street,San Francisco,California,1,0.574074,Y,,,"37.764506, -122.421592",37.764506,-122.421592,Y,
1661,The Last Thing He Told Me,2023,2698 Pacific Avenue,,20th Television,Apple TV+,"Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,Jennifer Garner,Angourie Rice,Aisha Tyler,102,30,6,37.793005,-122.439488,"2698 Pacific Avenue, San Francisco, California 94115, United States",37.713089,-122.160965,"2698 Pacific Avenue, San Leandro, California 94577, United States",2698 Pacific Avenue,San Francisco,California,1,1,Y,,,"37.793005, -122.439488",37.793005,-122.439488,Y,
1662,The Diary of a Teenage Girl,2015,Ocean Beach at Point Lobos,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,,,,,,,,,,Ocean Beach at Point Lobos,San Francisco,California,,,Y,,"37.78106007391251, -122.51433848976656","37.78106007391251, -122.51433848976656",37.78106007391251,-122.5143385,Y,
1663,The Phone/Jexi,2019,Elixir - 3200 16th St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,37,20,5,37.76488,-122.424349,"3200 16th Street, San Francisco, California 94103, United States",37.78031,-122.224495,"3200 East 16th Street, Oakland, California 94601, United States",3200 16th St,San Francisco,California,1,0.8,Y,,,"37.76488, -122.424349",37.76488,-122.424349,Y,
1664,Venom: Let There Be Carnage,2021,238 Columbus,,SM Film Productions,Sony Pictures,Andy Serkis,Kelly Marcel,Tom Hardy,Michelle Wiliams,Woody Harrelson,106,23,3,37.505393,-122.476917,"238 Columbus Street, El Granada, California 94018, United States",37.797471,-122.406118,"238 Columbus Avenue, San Francisco, California 94133, United States",238 Columbus,San Francisco,California,1,1,Y,,,"37.505393, -122.476917",37.505393,-122.476917,N,"37.79756079380262, -122.40602869167272"
1665,Looking,2014,"Tiburon Hiking Trail, Tiburon, CA",,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,,,,37.873802,-122.45625,"Tiburon, California, United States",37.785484,-122.42304,"Cathedral Hill, San Francisco, California, United States","Tiburon Hiking Trail, Tiburon, CA",San Francisco,California,0.548148,0.401111,Y,,"37.89596564875922, -122.48980477079097","37.89596564875922, -122.48980477079097",37.89596564875922,-122.4898048,Y,
1666,DEVS,2020,Alamo Square Park,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,22,9,11,37.776252,-122.434603,"Alamo Square, Steiner St, San Francisco, California 94117, United States",37.76949,-122.509968,"Park Chalet Garden Restaurant, 1000 Great Hwy, San Francisco, California 94121, United States",Alamo Square Park,San Francisco,California,0.787037,0.702963,Y,,,"37.776252, -122.434603",37.776252,-122.434603,Y,
1667,Patch Adams,1998,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,Robin Williams,Philip Seymour Hoffman,,36,37,10,37.825264,-122.36998,"Treasure Island, San Francisco, California, United States",37.82102,-122.374469,"Treasure Island Flea, Avenue of the Palms, San Francisco, California 94130, United States",Treasure Island,San Francisco,California,1,1,Y,,,"37.825264, -122.36998",37.825264,-122.36998,Y,
1668,Blue Jasmine,2013,2179 48th Ave,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,39,35,7,37.745552,-122.507259,"2179 48th Avenue, San Francisco, California 94116, United States",37.775839,-122.205336,"2179 48th Avenue, Oakland, California 94601, United States",2179 48th Ave,San Francisco,California,1,1,Y,,,"37.745552, -122.507259",37.745552,-122.507259,Y,
1669,Heart and Souls,1993,2810 Pacific Avenue,,Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth,,,102,30,6,37.792742,-122.442084,"2810 Pacific Avenue, San Francisco, California 94115, United States",37.713026,-122.160924,"2810 Pacific Avenue, San Leandro, California 94577, United States",2810 Pacific Avenue,San Francisco,California,1,1,Y,,,"37.792742, -122.442084",37.792742,-122.442084,Y,
1670,The Phone/Jexi,2019,Mash Transit - 284 Sanchez St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,38,5,5,37.764599,-122.43111,"284 Sanchez Street, San Francisco, California 94114, United States",37.469374,-122.234602,"Sanchez Way, Redwood City, California 94061, United States",284 Sanchez St,San Francisco,California,1,0.675556,Y,,,"37.764599, -122.43111",37.764599,-122.43111,Y,
1671,Junior,1994,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,22,9,11,37.77687,-122.43815,"Alamo Square, San Francisco, California, United States",37.776252,-122.434603,"Alamo Square, Steiner St, San Francisco, California 94117, United States",Alamo Square,San Francisco,California,1,1,Y,,,"37.77687, -122.43815",37.77687,-122.43815,Y,
1672,Basic Instinct,1992,1158-70 Montgomery Street,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,18,23,3,37.790043,-122.402221,"70 Montgomery Street, San Francisco, California 94133, United States",37.787705,-122.400821,"70 New Montgomery Street, San Francisco, California 94105, United States",70 Montgomery Street,San Francisco,California,1,0.8,Y,,,"37.790043, -122.402221",37.790043,-122.402221,Y,
1673,Bitter Melon,2018,66 Danton St,,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,94,28,5,37.731274,-122.432711,"66 Danton Street, San Francisco, California 94112, United States",37.891947,-122.20393,"66 Stanton Avenue, Orinda, California 94563, United States",66 Danton St,San Francisco,California,1,0.842634,Y,,,"37.731274, -122.432711",37.731274,-122.432711,Y,
1674,Chance- Season 1 ep107,2016,145 Barlett St.,,TVM Productions,HULU,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie,Gretchen Mol,Ethan Suplee,53,20,2,37.754669,-122.41947,"145 Bartlett Street, San Francisco, California 94110, United States",37.938462,-122.351579,"145 Barrett Avenue, Richmond, California 94801, United States",145 Barlett St,San Francisco,California,0.964286,0.847273,Y,,,"37.754669, -122.41947",37.754669,-122.41947,Y,
1675,"Budding Prospects, Pilot",2017,500 Cortland Avenue,,Picrow Streaming Inc.,Amazon,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,83,2,2,37.738878,-122.416165,"500 Cortland Avenue, San Francisco, California 94110, United States",37.359622,-122.081821,"Portland Avenue, Los Altos, California 94024, United States",500 Cortland Avenue,San Francisco,California,1,0.554938,Y,,,"37.738878, -122.416165",37.738878,-122.416165,Y,
1676,Dr. Dolittle 2,2001,"Sacramento St., Between Pierce & Broderick Streets",,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,,102,30,6,,,,,,,"Sacramento St., Between Pierce street & Broderick street",San Francisco,California,,,Y,,"37.78942609975584, -122.43732589156483","37.78942609975584, -122.43732589156483",37.78942609975584,-122.4373259,Y,
1677,The Last Black Man in San Francisco,2019,Shotwell St btwn 20th and 21st St,,"LBMISF, LLC",A41,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,56,26,9,37.75884,-122.415802,"Shotwell Street and 20th Street, San Francisco, California 94110, United States",37.757987,-122.415719,"Shotwell Street, San Francisco, California 94110, United States",Shotwell St and 20th,San Francisco,California,1,0.5,Y,,,"37.75884, -122.415802",37.75884,-122.415802,Y,
1678,San Andreas,2015,Water work in SF Bay,Characters drive in a high speed picture boat to see different views of the city.,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,33,4,9,37.73406,-122.39105,"Bayview, San Francisco, California, United States",37.721737,-122.396065,"Bayview Heights, San Francisco, California, United States",Water work in SF Bay,San Francisco,California,0.548148,0.548148,Y,,"37.781005809347526, -122.4190438185985","37.781005809347526, -122.4190438185985",37.781005809347526,-122.4190438,Y,
1679,Blue Jasmine,2013,Jones & Pacific,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,107,21,3,37.779358,-122.51585,"Pacific Ocean, Pacific Ocean, San Francisco, California, United States",37.773721,-122.276843,"Pacific Pinball Museum, 1510 Webster St, Alameda, California 94501, United States",Jones & Pacific,San Francisco,California,0.5,0.5,Y,,"37.79589197198507, -122.41489112847056","37.79589197198507, -122.41489112847056",37.79589197198507,-122.4148911,Y,
1680,Freebie and the Bean,1974,Twin Peaks,"The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area ""called the area “Los Pechos de la Chola” or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,Alan Arkin,James Caan,Loretta Swit,115,5,5,37.762391,-122.434972,"Twin Peaks Tavern, 401 Castro St, San Francisco, California 94114, United States",37.754578,-122.446881,"Twin Peaks Summit, 100 Christmas Tree Point Rd, San Francisco, California 94131, United States",Twin Peaks,San Francisco,California,1,1,Y,,,"37.762391, -122.434972",37.762391,-122.434972,Y,
1681,Looking Season 2 ep 204,2015,"Urban Flowers, 4029 18th Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,38,5,5,37.760806,-122.433395,"4029 18th Street, San Francisco, California 94114, United States",37.776278,-122.215707,"4029 East 18th Street, Oakland, California 94601, United States",4029 18th Street,San Francisco,California,1,0.8,Y,,,"37.760806, -122.433395",37.760806,-122.433395,Y,
1682,"Looking ""Special""",2016,Fisherman's Wharf,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,99,23,3,37.808222,-122.415807,"Fisherman's Wharf, San Francisco, California, United States",37.808342,-122.41547,"Fisherman's Wharf, 2801 Leavenworth St, San Francisco, California 94133, United States",Fisherman's Wharf,San Francisco,California,1,1,Y,,,"37.808222, -122.415807",37.808222,-122.415807,Y,
1683,Flower Drum Song,1961,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Fields Productions,Universal Pictures,Henry Koster,Joseph Fields,Nancy Kwan,James Shigeta,Benson Fong,,,,37.818109,-122.480934,"Golden Gate Bridge, Golden Gate Brg S, Sausalito, California, United States",37.8078,-122.474653,"Golden Gate Bridge Welcome Center, Merchant Rd, San Francisco, California 94129, United States",Golden Gate Bridge,San Francisco,California,1,1,Y,,,"37.818109, -122.480934",37.818109,-122.480934,Y,
1684,Quitters,2015,Yerba Buena Gardens,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,32,34,10,37.785205,-122.402774,"Yerba Buena Gardens, 745 Mission St, San Francisco, California 94103, United States",37.782425,-122.400857,"Yerba Buena Gardens Child Development Center, 790 Folsom St, San Francisco, California 94103, United States",Yerba Buena Gardens,San Francisco,California,1,1,Y,,,"37.785205, -122.402774",37.785205,-122.402774,Y,
1685,Looking,2014,Dolores Park,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37,20,5,37.761361,-122.425989,"Dolores Park Cafe, 501 Dolores St, San Francisco, California 94110, United States",37.761048,-122.426885,"Dolores Park Tennis Courts, 18th St, San Francisco, California 94110, United States",Dolores Park,San Francisco,California,1,1,Y,,,"37.761361, -122.425989",37.761361,-122.425989,Y,
1686,Chance- Season 1 ep104,2016,Bush and Sansome St.,,TVM Productions,HULU,Carl Franklin,Peter Elkoff,Hugh Laurie,Gretchen Mol,Ethan Suplee,108,8,3,37.388599,-122.078036,"Bush Street, Mountain View, California 94041, United States",37.955769,-122.3492,"Bush Avenue, San Pablo, California 94806, United States",Bush and Sansome St.,San Francisco,California,0.61037,0.61037,Y,,"37.79118129353123, -122.40072058798458","37.79118129353123, -122.40072058798458",37.79118129353123,-122.4007206,Y,
1687,Etruscan Smile,2017,"Laguna Honda Hospital, 375 Laguna Honda Blvd.",,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,49,38,8,37.749057,-122.456879,"375 Laguna Honda Boulevard, San Francisco, California 94116, United States",37.743015,-122.45521,"Laguna Honda, San Francisco, California, United States",375 Laguna Honda Blvd,San Francisco,California,1,0.5,Y,,,"37.749057, -122.456879",37.749057,-122.456879,Y,
1688,Summertime,2015,Sansome (Washington to Bush) Pine (Davis to Kearny) Bush: Kearny to Battery,,"Creative Monster Productions, Inc.",9 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,21,36,10,37.394454,-122.078765,"Bushido Izakaya, 156 Castro St, Mountain View, California 94041, United States",37.388599,-122.078036,"Bush Street, Mountain View, California 94041, United States",Washington to Bush,San Francisco,California,0.49,0.49,Y,,"37.79015799379365, -122.42399264452669","37.79015799379365, -122.42399264452669",37.79015799379365,-122.4239926,Y,
1689,Hard to Hold,1984,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Universal Pictures,Universal Pictures,Larry Peerce,"Thomas Hedley, Jr.",Rick Springfield,,,16,21,3,37.792361,-122.410234,"950 Mason Street, San Francisco, California 94108, United States",37.795429,-122.411638,"Mason Street Cable Car, Powell & Market to Mason & Bay, San Francisco, California 94133, United States",950 Mason Street,San Francisco,California,1,0.574074,Y,,,"37.792361, -122.410234",37.792361,-122.410234,Y,
1690,The Bridge,2006,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Easy There Tiger Productions,IFC Films,Eric Steel,,John Snowden,,,,,,37.818109,-122.480934,"Golden Gate Bridge, Golden Gate Brg S, Sausalito, California, United States",37.8078,-122.474653,"Golden Gate Bridge Welcome Center, Merchant Rd, San Francisco, California 94129, United States",Golden Gate Bridge,San Francisco,California,1,1,Y,,,"37.818109, -122.480934",37.818109,-122.480934,Y,
1691,"Murder in the First, Season 3",2016,535 Octavia Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,22,9,11,37.777245,-122.424949,"535 Octavia Street, San Francisco, California 94102, United States",37.966726,-122.530741,"Octavia Street, San Rafael, California 94901, United States",535 Octavia Street,San Francisco,California,1,0.574074,Y,,,"37.777245, -122.424949",37.777245,-122.424949,Y,
1692,Sonic the Hedgehog,2020,2nd St btwn Mission and Howard,,"Paramount Overseas Productions, Inc.",Paramount Pictures,Jeff Fowler,"Josh Miller, Patrick Casey, Oren Uziel",Jim Carrey,James Marsden,Ben Schwartz,32,8,10,37.788012,-122.399813,"Second Street and Mission Street, San Francisco, California 94110, United States",37.603879,-122.018631,"2nd Street, Union City, California 94587, United States",2nd St and Mission,San Francisco,California,1,0.407407,Y,,,"37.788012, -122.399813",37.788012,-122.399813,Y,
1693,I’m A Virgo,2023,Portsmouth Square Park,,Bing Bang Productions Inc,Prime Video,Boots Riley,Boots Riley,Jharrel Jerome,Mike Epps,Carmen Ejogo,104,6,3,37.794756,-122.405272,"Portsmouth Square Park, Portsmouth Square Plaza, San Francisco, California 94108, United States",37.794831,-122.405029,"Portsmouth Square Parking Garage, 733 Kearny St, San Francisco, California 94108, United States",Portsmouth Square Park,San Francisco,California,1,1,Y,,,"37.794756, -122.405272",37.794756,-122.405272,Y,
1694,Always Be My Maybe,2019,"Fort Point (Presidio, Golden Gate National Recreation Area)",,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,98,13,6,37.846935,-122.28507,"Golden Gate, Oakland, California, United States",37.766058,-122.477414,"Golden Gate Park, San Francisco, California, United States","Presidio, Golden Gate National Recreation Area",San Francisco,California,0.425926,0.340741,Y,,"37.793399119864084, -122.462734102347","37.793399119864084, -122.462734102347",37.793399119864084,-122.4627341,Y,
1695,Sweet November,2001,Farley's Café (1315 18th Street Near Missouri),,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,54,26,9,37.762461,-122.395979,"1315 18th Street, San Francisco, California 94107, United States",37.951842,-122.352094,"1315 18th Street, San Pablo, California 94801, United States",1315 18th Street,San Francisco,California,1,1,Y,,,"37.762461, -122.395979",37.762461,-122.395979,Y,
1696,Looking Season 2 ep 202,2015,770 Haight Street,"This home was also used in MILK, Big Sur and Diary of a Teenage Girl","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,26,3,11,37.771831,-122.43489,"770 Haight Street, San Francisco, California 94117, United States",37.770005,-122.447634,"Haight Street Market, 1530 Haight St, San Francisco, California 94117, United States",770 Haight Street,San Francisco,California,1,0.574074,Y,,,"37.771831, -122.43489",37.771831,-122.43489,Y,
1697,Nash Bridges,2021,The Embarcadero between Pier 9 and Pier 15,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,77,8,3,37.771215,-122.282259,"The, Alameda, California 94501, United States",37.789393,-122.38824,"Pier 24, Pier 24, The Embarcadero, San Francisco, California 94105, United States",The Embarcadero and Pier,San Francisco,California,0.444444,0.434444,Y,,"37.80048568341146, -122.39848081469549","37.80048568341146, -122.39848081469549",37.80048568341146,-122.3984808,Y,
1698,Steve Jobs,2015,Intersection of Clay St. and Walter U Lum Plc,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,104,6,3,,,,,,,Intersection of Clay St. and Walter U Lum Plc,San Francisco,California,,,Y,,"37.79434123296248, -122.40570363217964","37.79434123296248, -122.40570363217964",37.79434123296248,-122.4057036,Y,
1699,GirlBoss,2017,"La Taqueria, 2889 Mission St.","The restaurant was given the honor of ""America's Best Burrito"" in 2014 by ESPN's FiveThirtyEight.","Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,53,20,2,37.750892,-122.418071,"2889 Mission Street, San Francisco, California 94110, United States",37.86976,-122.28787,"La Mission, 1255 University Ave, Berkeley, California 94702, United States",2889 Mission St,San Francisco,California,1,0.742222,Y,,,"37.750892, -122.418071",37.750892,-122.418071,Y,
1700,Ant-Man and the Wasp,2018,Laguna St btwn Jackson and Broadway,,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,102,30,6,37.793103,-122.42964,"Laguna Street and Jackson Street, San Francisco, California 94109, United States",37.788251,-122.428664,"Laguna Street, San Francisco, California 94123, United States",Laguna St and Jackson,San Francisco,California,1,0.555556,Y,,,"37.793103, -122.42964",37.793103,-122.42964,Y,
1701,The Diary of a Teenage Girl,2015,Polk and Northpoint St.,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,98,32,6,37.65518,-122.410126,"South San Francisco, California, United States",37.424667,-122.17027,"Stanford, California, United States",Polk and Northpoint St.,San Francisco,California,0.388889,0.388889,Y,,"37.805281918310314, -122.4236983321584","37.805281918310314, -122.4236983321584",37.805281918310314,-122.4236983,Y,
1702,When a Man Loves a Woman,1994,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels.",Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,19,36,3,37.787754,-122.408685,"335 Powell Street, San Francisco, California 94102, United States",37.708209,-122.44419,"335 Lowell Street, Daly City, California 94112, United States",335 Powell Street,San Francisco,California,1,0.970588,Y,,,"37.787754, -122.408685",37.787754,-122.408685,Y,
1703,"Smile Again, Jenny Lee",2015,E Tutto Qua Restaurant (270 Columbus St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,106,23,3,37.505867,-122.476417,"270 Columbus Street, El Granada, California 94018, United States",37.504701,-122.489747,"270 Columbia Avenue, Moss Beach, California 94038, United States",270 Columbus St,San Francisco,California,1,1,Y,,,"37.505867, -122.476417",37.505867,-122.476417,N,"37.797745738882625, -122.40629663215886"
1704,Edtv,1999,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Imagine Entertainment,MCA / Universal Pictures,Ron Howard,Lowell Ganz,Matthew McConaughey,Jenna Elfman,,17,13,6,37.802267,-122.448883,"3301 Lyon Street, San Francisco, California 94123, United States",37.793544,-122.446559,"Lyon Street Steps, 2450 Lyon St, San Francisco, California 94129, United States",3301 Lyon Street,San Francisco,California,1,0.574074,Y,,,"37.802267, -122.448883",37.802267,-122.448883,Y,
1705,Godzilla,2014,Broadway & Sansome,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,77,8,3,37.798435,-122.402245,"Broadway and Sansome Street, San Francisco, California 94111, United States",37.798225,-122.404005,"San Francisco, Monghomery St, San Francisco, California 94133, United States",Broadway & Sansome,San Francisco,California,1,0.5,Y,,,"37.798435, -122.402245",37.798435,-122.402245,Y,
1706,Swing,2003,Broadway Studios (435 Broadway at Montgomery Street),,unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,,106,23,3,,,,,,,Broadway Studios (435 Broadway & Montgomery Street),San Francisco,California,,,Y,,"37.79780977700134, -122.40436707249796","37.79780977700134, -122.40436707249796",37.79780977700134,-122.4043671,Y,
1707,Chance- Season 1 ep103,2016,Forrest Hill Muni Station,A Muni station agent played himself in this scene.,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,45,41,8,37.748248,-122.459108,"Forest Hill MUNI Metro Station, 380 Laguna Honda Blvd, San Francisco, California 94116, United States",37.748321,-122.45909,"Forest Hill Muni Metro Station Bus Stop, San Francisco, California 94116, United States",Forrest Hill Muni Station,San Francisco,California,0.784,0.784,Y,,"37.74791282104722, -122.45915172627635","37.74791282104722, -122.45915172627635",37.74791282104722,-122.4591517,Y,
